affiliateid,affiliateguid,affiliatename,affiliatenumber,affiliateabbreviatedname,affiliateacronym,affiliateein,affiliatepercapitapin,billhighwaygroupid,ischartered,charterdate,parentaffiliateid,affiliatetypeid,affiliatedesignationid,affiliategeoreachid,isaffiliateactive,affiliateinactivereasonid,affiliateinactivedate,locationstateabr,regionid,retireeentitytypeid,retireedestinationid,electionmonth,officertermstartmonth,iselectionyearodd,electiontermyears,noncoaupdate,nonationalupdate,nostateupdate,nolanwanupdate,noexternalupdate,affiliatewebsite,isactionnetwork,usesaftmemberid,createdby,createdat,updatedby,updatedat,deletedat
1819,078A1CC4-A724-4731-9777-185F63D35D80,Bloomfield Esp,07815,,BESP,205907982,675541,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1820,999C1E33-8A57-48C4-A1C7-0E46FFA246E3,BOCES An/Cat B ESP Association,07816,,,352213090,264233,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1821,C5A86948-4051-4EFB-83F6-7BE77FDB61B7,Ots-N Cts BOCES ESP Association,07817,,,,249508,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1822,DC0F7FEB-56AF-49A4-A4B2-26B0F2823D10,Brookfield Teachers Association,07818,,BTA,383887556,621929,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1823,CE809741-6CE8-478C-8221-04DA3DDCD629,Buffalo Education Support Team,07819,,BEST,161341588,911175,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,3,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1824,A933A545-2375-4C3B-A855-6FF01E8EFF27,Cayuga Commuity College ESP,07820,,CCCC,161705883,219044,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1825,CD35D332-2093-4392-B995-2BE495734292,Cayuga County Comm Coll Faculty Assn,07821,,CCCC,263962202,317125,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1826,066E2527-B5E2-48B1-8EFC-D77C07E53E47,Chatham Central Bus Drivers,07822,,CCBD,900436536,864668,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1827,14653325-3D02-4C0E-A4C6-7168659D3608,Chatham Central School Non-Teaching,07823,,CCSNT,611586976,752013,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1828,DE4934D9-6669-49E5-8140-0B6879DC6A42,Churchville-Chili Paraprofessional Association,07825,,CCPA,161427485,309217,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1829,822F0CDC-284B-483B-AAC8-65409892C0F2,Cincinnatus Central School Support Staff Assn,07826,,CCSSSA,,447152,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1830,764B6332-DAA2-4087-93F6-A836A91C7FDC,Clymer Education Support Personnel,07827,,CESP,161511302,813455,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1831,6EEC7F86-A378-4CFF-9F24-5EFB4243DFBB,Cooperstown C S U,07828,,CCSU,,456530,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1832,E1B77805-DCE4-44D5-8762-0F775F462454,Cornwall Clerical Workers Association,07829,,CCWA,,355119,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,4,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1833,0DBEAEC6-C2C8-470A-AF7C-C182857625C1,Coxsackie-Athens CSU,07830,,CACSU,900796073,162290,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1834,5ADC8051-25DC-47D0-A595-50176C75AFCE,Coxsackie-Athens Cus,07831,,CACUS,,949545,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1835,9CFC3EAA-F3E4-4AE4-9D11-116EFACF98A8,Cuba-Rushford Esp,07832,,CRESP,161311916,654387,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1836,7470A638-371E-45D2-A17A-72DAA6FA3694,Deer Park Teacher Aide Association,07833,,DPTAA,208789354,693563,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1837,D95FF400-0AC4-4797-B0D8-A89F4F18E3A1,Delaware-Chenango BOCES ESP Association,07834,,DCBESPA,161425275,756206,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1838,E70650FF-3683-450F-B94F-018CF8AB5A59,Delhi ESP Association,07835,,DESPA,,932010,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1839,C026A5A4-C453-4699-9D23-07824EBC4234,Downsville Support Staff Association,07836,,DSSA,161508981,423402,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1840,9F239AD6-AB0B-47F0-93DE-21D1D50AA598,Dryden ESP Association,07837,,DESPA,810726181,733228,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1841,E0FB81A1-71CD-4FB5-9713-6B55E1D2FCD8,Dutchess County BOCES Faculty Association,07838,,DCBFA,237363673,706138,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1842,8D98ACE1-910E-4238-B355-C40DAF554767,E Ramapo Mt Ss & Se,07839,,ERMSS,,586487,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1843,9D87C591-E4CC-4008-8798-0CE4F69F2EA8,E Ramapo Association of Educational Secretaries,07840,,ERA,,673249,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1844,D346F0FE-3021-4438-A11F-F4E33D6B1518,E Ramapo School Lunch Association,07841,,ERA,,141432,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,2,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1845,E5E44A9D-5BA4-44D7-9C3E-4BC5011F1E5C,E Ramapo School Nurses,07842,,ERA,133709933,261298,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1846,EF9BCDE8-359E-440D-A396-98492EB26BFE,ESP Of Ithaca,07843,,ESPI,611570185,869275,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1847,3C27B865-5081-469D-8D00-54DB3135A03B,ESP Of Niagara County Community College,07844,,ESPNCCC,161386576,673384,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1848,A4657630-43CD-4AE6-A58A-0CAAB304A513,Elmira Heights ESSA,07845,,EHESSA,273295336,561663,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1849,5FB38E21-2F67-4478-8F53-4F77E57E340C,Faculty Association of Jefferson Community College,07846,,FAJCC,800282124,383819,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1850,56EE052F-F721-4D71-8377-4F336AADD08C,Faculty Federation Of Erie Community College,07847,,FFECC,237232767,532738,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1851,8AC24E2F-DAE4-42D7-B9AA-9D53E38C5FFA,Franklin ESP Association,07848,,FESPA,300553104,777723,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1852,E053D2CA-BFB3-4EF6-A180-FA993ACC00CA,Fulmont Association of Col Ed,07849,,FACE,300480147,704239,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1853,F1ABA3AA-86CC-452C-AD58-C9A2D9C30666,Fulton-Montg Cc Cler,07850,,FMCCC,800307664,724903,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,1,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1854,5C82C0FB-ABA6-4946-9853-2FDC7B0202E5,Genesee Community College Education Association,07851,,GCCEA,510252047,638707,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1855,BCE3CD2E-5BC5-474E-9141-100212FD6FAB,Genesee Community College ESP Association,07852,,GCCESPA,161404761,916784,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1856,65D9091B-590E-4C39-A782-5720EE226CB1,Genesee Valley Educators Association,07853,,GVEA,133895599,972234,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1857,5E54DE2D-D5AF-484B-8589-704BF37790AF,Glen Cove Educational Support Association,07854,,GCESA,800283394,630378,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1858,D65B95DD-91ED-4CF1-8037-51BA25322DDD,Gloversville Office Personnel Association,07855,,GOPA,300747859,500486,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1859,0042D928-E799-42A6-BF96-5E561A754CF6,Guilderland Teacher Aides Association/NEA-NY,07857,,GTA,800882837,975348,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,11,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1860,0F59339E-C0F5-406C-8FB0-8E9CB907F986,Hammondsport Educational Support Personnel Assn,07858,,HESPA,161421305,480997,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1861,5440CA2F-B6FC-4996-B409-3082CD460FF8,Hammondsport Association of Teaching Assistants,07859,,HATA,800784338,300304,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1862,51F63638-579A-4D7B-8092-1742D8A07911,Homer Central School B D A,07860,,HCSBDA,800615363,585861,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,12,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1863,FE85CF7A-611D-4898-A7E1-9CBFFB474F86,Hornell Employees Support Staff Association,07861,,HESSA,510428478,288504,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,2,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
311,2CD8B99D-4BE7-11D5-B097-00508B6D7CC3,Kirtland Community College Federation of Teachers,04416,,KCCFT,382756022,421802,,1,1985-06-01 00:00:00.0,56,4,1,2,1,,,MI,1,5,11512,5,,0,,0,0,0,0,0,,0,1,1,2004-11-05 13:45:28.0,25,2022-10-07 10:43:19.44,
318,D63E1057-3157-11D6-B0A1-00508B6D7CC3,New Lebanon Federation of Teachers,04468,,NLFT,261894458,596259,,1,1986-09-01 00:00:00.0,59,4,1,2,1,,,OH,1,5,11520,8,,0,,0,0,0,0,0,http://oh.aft.org/NLFT,0,1,1,2004-11-07 12:25:42.0,25,2022-10-07 10:43:19.44,
348,D63E106F-3157-11D6-B0A1-00508B6D7CC3,Arcadia Teachers Organization,04783,,ATO,341691196,803630,,1,1991-10-01 00:00:00.0,59,4,1,2,1,,,OH,1,1,102,8,,0,,0,0,0,0,0,,0,1,1,2004-11-07 12:25:59.0,25,2022-10-07 10:43:19.44,
353,FAFB58F3-4BD2-11D5-B097-00508B6D7CC3,Aromas/San Juan Federation of Classified Employees,04830,,SJFCE,,930076,,1,1993-05-01 00:00:00.0,24,4,1,2,1,,,CA,6,5,11579,10,,0,,0,0,0,0,0,,0,1,1,2004-11-05 13:57:31.0,25,2022-10-07 10:43:19.44,
360,D63E1054-3157-11D6-B0A1-00508B6D7CC3,Georgetown Federation of Teachers,04903,,GPE,311418986,335878,,1,1994-09-01 00:00:00.0,59,4,1,2,1,,,OH,1,5,11588,4,,0,,0,0,0,0,0,,0,1,1,2004-11-07 12:26:03.0,25,2022-10-07 10:43:19.44,
385,E9736977-16D9-11D6-B0A0-00508B6D7CC3,Health Professionals and Allied Employees,05118,,HPAE,223784313,443093,,1,2000-10-01 00:00:00.0,134,4,1,2,1,,,NJ,2,5,11632,,,0,,0,0,0,0,0,,0,1,1,2002-02-01 06:46:02.0,25,2022-10-07 10:43:19.44,
399,D2C3C111-657F-11D5-B098-00508B6D7CC3,Richland Federation of Teachers/School Employees,06057,,RFTSE,,385353,,1,1998-12-01 00:00:00.0,124,4,1,2,0,10,2022-10-30 00:00:00.0,LA,4,5,1899,7,,0,,0,0,0,0,0,http://la.aft.org/RFTSE/,0,1,1,2001-06-20 09:35:48.0,25,2022-10-31 14:56:28.88,2022-10-31 14:56:28.88
702,D63E1149-3157-11D6-B0A1-00508B6D7CC3,"United Federation of College Teachers, AFL-CIO, at",01460,,UFCT-Pratt Institute,136272557,711125,,1,1963-03-17 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2002-07-16 09:51:18.0,25,2022-10-07 10:43:19.44,
714,D63E117B-3157-11D6-B0A1-00508B6D7CC3,"Middle Country Teachers Association, Inc.",01683,,MCTA,237332027,630837,,1,1966-06-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2002-07-16 09:51:18.0,1,2022-09-23 11:22:24.3866667,
736,2D5EA529-E777-4036-9736-B13293B7F182,Columbia Green Community College Faculty Assn,02062,,CGCCFA,237076441,304605,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,12,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
746,D63E1239-3157-11D6-B0A1-00508B6D7CC3,Developmental Disabilities Institute Teachers Assn,02413,,DDITA,112631262,361026,,1,1997-05-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,11,,0,,0,0,0,0,0,,0,0,1,2002-07-16 09:51:18.0,25,2022-10-07 10:44:42.15,
748,B0C76D16-54B3-4486-B3EF-EDB8D8011001,Addison Teachers Association,02450,,ATA,237373234,327017,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
750,5426852F-043C-4004-93C0-8AD0A6E7BDFD,Afton Teachers Association,02453,,ATA,800868058,365358,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
757,EA1B5ECD-A641-4254-BE5E-C8B8255BD38E,Allegany Limestone Teachers Association,02461,,ALTA,202327236,961042,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
762,350C9698-5459-4E01-97C4-330FAEC9EE4B,Andover Teachers Association,02468,,ATA,161554832,675757,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
765,DCD9543A-FB3F-4E96-9D2E-D42E6A304A8D,Arkport Faculty Association,02472,,AFA,371575268,147294,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
773,4722FC39-3195-4086-84AE-5CEC4444B94B,Avon Teachers Association,02480,,ATA,510246334,519128,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,http://avonta.ny.aft.org/,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
777,69315719-6D31-4A5A-9DED-95C70C48ED31,Baldwinsville Teachers Association,02484,,BTA,237437804,945947,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
783,38F3B5E7-F63D-4465-AD70-AFEA466409F3,Beacon Teachers Association,02490,,BTA,237406168,737159,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,http://beaconta.ny.aft.org/,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
790,AC2F7D2B-E3F4-40D5-8B91-D2E4D11C851B,Bemus Point Faculty Association,02498,,BPFA,342067102,949991,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
794,797A23CF-958B-4F38-BE38-8E37CB3A4BE9,Bloomfield Professional Education Association,02503,,BPEA,237163374,101134,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,11,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
795,E1DFB435-F410-4824-95C7-C42B383207B2,Usa/E2Ccb,02504,,USA,,656164,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,8,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
796,350A155A-5A7D-4AF3-BF49-31A3E41E1F5B,Delaware-Chenango BOCES Teachers Association,02505,,DCBTA,352394797,349465,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1124,7F21A10A-349F-4DF7-AA6A-13BFE46EF5E9,No Rose Wolcott Teachers Association,02878,,NRWTA,237387824,431491,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1132,03EDA4F4-D71A-4864-86DF-A72FC53CEFD5,Norwich Educators Organization,02886,,NEO,237365373,908051,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1136,B07BE4A1-DC19-4BAE-8B94-AA74C60283B5,Odessa-Montour Teachers Association,02890,,OMTA,161454784,871342,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1138,51F5955C-3E47-45AC-9E76-23326FAA8A74,Olean Teachers Association,02892,,OTA,166043868,549266,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1141,B4BC1D56-C77B-4980-8F66-82BCFD97778B,Oneonta Teachers Association,02895,,OTA,166180136,683172,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1157,787A6E94-C85D-40B7-A2E6-0711B6C77B26,Panama Faculty Association,02912,,PFA,202603445,326574,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1160,6B6D309E-7774-4C2B-9D4F-D9CCC8A4C22F,Pawling Congress of Teachers,02915,,PCT,146089036,304822,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1163,2F1C7E36-3121-4F27-8EB0-BFC53B5195A0,Penn Yan Education Association,02918,,PYTA,237347806,376654,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1165,703EAAC9-CB74-4E39-A074-21EE3C720F8E,Peru Association of Teachers,02921,,PAT,,792055,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1185,5E96752F-6D8F-4503-A99A-38A369C84CF8,Prattsburgh Teachers Association,02942,,PTA,900670333,655776,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1199,807BB1BB-74EC-4A45-BF2F-7009BE930CAD,Ripley Education Association,02957,,REA,800534058,589037,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,5,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1504,5C566BBA-F035-4B98-9D19-A6AFD158AD15,Beacon Association of Office Personnel,04118,,BAOP,271605634,897313,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1526,DE7FEC08-0D70-4FA1-A69F-59BFC4AC8180,Edwards-Knox Sea,04250,,EKSEA,861135628,915700,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2003-04-01 09:09:47.0,25,2022-10-07 10:43:19.44,
1547,ADED44C6-6F53-4984-B8D3-82EDA52E0C13,Greece United Substitute Teachers Organization,04359,,GUSTO,300529539,747093,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2003-04-01 09:09:47.0,25,2022-10-07 10:43:19.44,
1569,D893CE93-CC2E-4B8A-B326-3AC6F430E61E,Webster Cntl Schl Assn of Educ Office Personnel,04513,,WCSAEOP,364738248,603796,,1,1987-03-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,9,,0,,0,0,0,0,0,,0,0,1,2003-01-15 19:25:43.0,25,2022-10-07 10:43:19.44,
1575,8BA2179C-280E-4AA7-9AAB-FC40F94D97ED,Fayetteville-Manlius Education Support Personnel,04528,,FMESP,475295832,700709,,1,1988-03-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2003-01-15 19:25:43.0,25,2022-10-07 10:43:19.44,
1901,83120B7A-8755-419F-9330-C4A3B6B68D45,Psa Of Sullivan County Community College,07901,,PSASCCC,146089080,899928,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,10,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1902,D35703EC-DD93-4D81-9F9E-BB13EE30FB7E,Rehab Programs Employees Association,07902,,RPEA,141813878,816059,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,3,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1903,EA700C14-BC81-4C5C-8F49-790907134B8B,S Kortright Esp,07903,,SKESP,161540668,810758,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,7,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
1904,B0C82F57-6131-4941-AB4D-88C2F8435E01,Schenectady Adult Educators,07904,,SAE,272269840,810633,,1,2006-09-01 00:00:00.0,49,4,1,2,1,,,NY,2,,,6,,0,,0,0,0,0,0,,0,0,1,2006-10-03 13:08:39.0,25,2022-10-07 10:43:19.44,
